"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1200706";"ALUMINUM HYDROXIDE";"ALU-CAP|ALUDROX|ALUMINIUM HYDROXIDE|ALUMINIUM HYDROXIDE GEL, DRIED|ALUMINUM HYDROXIDE|Amphojel|DRIED ALUMINUM HYDROXIDE GEL|Dialume|NSC-664400|SARPEP";"Small molecule";"4";"78.00";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"1";"None";"None";"None";"None";"77.9898";"None";"H3AlO3";"[Al+3].[OH-].[OH-].[OH-]";"WNROFYMDJYEPJX-UHFFFAOYSA-K"
"CHEMBL74415";"CANNABINOL";"CANNABINOL|NSC-134455";"Small molecule";"3";"310.44";"33";"72";"5.73";"29.46";"2";"1";"1";"4";"N";"0.73";"9.32";"None";"6.41";"6.41";"2";"MOL";"0";"23";"2";"1";"1";"310.1933";"NEUTRAL";"C21H26O2";"CCCCCc1cc(O)c2c(c1)OC(C)(C)c1ccc(C)cc1-2";"VBGLYOIFKLUMQG-UHFFFAOYSA-N"
"CHEMBL685";"MEBENDAZOLE";"CHLORFENSON|EMVERM|K-6451|MEBENDAZOLE|MEBENDAZOLE POLYMORPH C|MEBENDAZOLUM|Mebendazole|Mebenvet|NSC-184849|NSC-5618|ORTHOTRAN|OVEX|OVITELMIN|OVOCHLOR|PANTELMIN|R 17,635|R-17635|Telmin|Telmintic|VERMICIDIN|VERMOX|ZHIHUANQING";"Small molecule";"4";"295.30";"181";"1094";"2.97";"84.08";"4";"2";"0";"3";"N";"0.73";"8.44";"3.93";"3.26";"3.23";"3";"MOL";"0";"22";"6";"2";"0";"295.0957";"NEUTRAL";"C16H13N3O3";"COC(=O)Nc1nc2ccc(C(=O)c3ccccc3)cc2[nH]1";"OPXLLQIJSORQAM-UHFFFAOYSA-N"
"CHEMBL1735";"INDINAVIR SULFATE";"Crixivan|INDINAVIR SULFATE|INDINAVIR SULFATE ETHANOLATE|INDINAVIR SULPHATE|INDINAVIRI SULFAS|L-735,524|L-735524|MK-639|NSC-697197";"Small molecule";"4";"711.88";"22";"49";"2.87";"118.03";"7";"4";"1";"11";"N";"0.26";"13.01";"6.76";"2.81";"2.72";"3";"MOL";"0";"45";"9";"4";"1";"613.3628";"NEUTRAL";"C36H49N5O8S";"CC(C)(C)NC(=O)[C@@H]1CN(Cc2cccnc2)CCN1C[C@@H](O)C[C@@H](Cc1ccccc1)C(=O)N[C@H]1c2ccccc2C[C@H]1O.O=S(=O)(O)O";"NUBQKPWHXMGDLP-BDEHJDMKSA-N"
"CHEMBL269732";"TACROLIMUS";"FK-506|FK506|FR-900506|NSC-758659|Prograf|Protopic|TACROLIMUS|TACROLIMUS MONOHYDRATE";"Small molecule";"4";"804.03";"167";"970";"4.64";"178.36";"12";"3";"2";"7";"N";"0.18";"9.96";"None";"5.59";"5.59";"0";"MOL";"0";"57";"13";"3";"2";"803.4820";"NEUTRAL";"C44H69NO12";"C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC";"QJJXYPPXXYFBGM-LFZNUXCKSA-N"
"CHEMBL8";"CIPROFLOXACIN";"BAY O 9867 FREE BASE|BAY Q 3939|BAY-O-9867 FREE BASE|BAY-Q-3939|BAYQ3939|CETRAXAL|CIPROFLOXACIN|CIPROFLOXACINUM|Ciloxan|Cipro|Ciprobay|NSC-758467|OTIPRIO|Velmonit";"Small molecule";"4";"331.35";"491";"17911";"1.58";"74.57";"5";"2";"0";"3";"N";"0.89";"5.56";"8.68";"-0.85";"-0.85";"2";"MOL";"0";"24";"6";"2";"0";"331.1332";"ZWITTERION";"C17H18FN3O3";"O=C(O)c1cn(C2CC2)c2cc(N3CCNCC3)c(F)cc2c1=O";"MYSWGUAQZAJSOK-UHFFFAOYSA-N"
"CHEMBL1200678";"ATAZANAVIR SULFATE";"ATAZANAVIR SO4|ATAZANAVIR SULFATE|ATAZANAVIR SULPHATE|ATAZANAVIRI SULFAS|ATAZOR|BMS-232632-05|NSC-742546|Reyataz";"Small molecule";"4";"802.95";"2";"4";"4.21";"171.22";"9";"5";"1";"14";"N";"0.15";"11.92";"4.42";"4.54";"4.54";"3";"MOL";"0";"51";"13";"5";"2";"704.3897";"NEUTRAL";"C38H54N6O11S";"COC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@@H](O)CN(Cc1ccc(-c2ccccn2)cc1)NC(=O)[C@@H](NC(=O)OC)C(C)(C)C)C(C)(C)C.O=S(=O)(O)O";"DQSGVVGOPRWTKI-QVFAWCHISA-N"
"CHEMBL1617";"RIFAXIMIN";"L-105|NORMIX|NSC-758957|RIFAMYCIN L 105|RIFAXIDIN|RIFAXIMIN|Rifacol|TARGAXAN|XIFAXANTA|XIFAXSAN|Xifaxan";"Small molecule";"4";"785.89";"99";"603";"6.16";"198.38";"13";"5";"3";"2";"N";"0.11";"6.42";"5.88";"4.59";"3.93";"4";"MOL";"0";"57";"14";"5";"3";"785.3524";"ACID";"C43H51N3O11";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c5c(nc6cc(C)ccn65)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C";"NZCRJKRKKOLAOJ-XRCRFVBUSA-N"
"CHEMBL3137358";"SIMEPREVIR SODIUM";"OLYSIO|SIMEPREVIR SODIUM";"Small molecule";"4";"771.94";"";"";"5.25";"156.89";"10";"2";"2";"8";"N";"0.29";"3.77";"1.60";"4.56";"3.61";"3";"MOL";"0";"52";"12";"2";"3";"749.2917";"ACID";"C38H46N5NaO7S2";"COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)[N-]S(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCN(C)C(=O)[C@@H]4C3)cc(-c3nc(C(C)C)cs3)nc2c1C.[Na+]";"LLXQGDWGCCKOQP-MVZLLIIPSA-M"
"CHEMBL3990346";"DROXINAVIR";"DROXINAVIR";"Small molecule";"0";"533.76";"";"";"2.68";"122.80";"5";"5";"1";"13";"N";"0.27";"12.55";"8.50";"2.67";"1.54";"1";"MOL";"0";"38";"9";"5";"1";"533.3941";"BASE";"C29H51N5O4";"CNCC(=O)N[C@H](C(=O)N[C@@H](Cc1ccccc1)[C@H](O)CN(CCC(C)C)C(=O)NC(C)(C)C)C(C)(C)C";"ICOKEKQSBZSLIB-JBRSBNLGSA-N"
"CHEMBL254316";"RALTEGRAVIR";"ISENTRESS|MK-0518|RALTEGRAVIR";"Small molecule";"4";"444.42";"46";"711";"0.91";"152.24";"9";"3";"0";"6";"N";"0.51";"7.02";"None";"-0.39";"-0.92";"3";"MOL";"0";"32";"11";"3";"1";"444.1557";"NEUTRAL";"C20H21FN6O5";"Cc1nnc(C(=O)NC(C)(C)c2nc(C(=O)NCc3ccc(F)cc3)c(O)c(=O)n2C)o1";"CZFFBEXEKNGXKS-UHFFFAOYSA-N"
"CHEMBL1323";"DARUNAVIR";"DARUNAVIR|MC-114|PREZISTA|TMC 114|TMC-114|TMC-41629|TMC114|UIC-94017|UIC-940T";"Small molecule";"4";"547.67";"29";"655";"2.38";"140.42";"8";"3";"1";"11";"N";"0.36";"13.59";"2.39";"2.82";"2.82";"2";"MOL";"0";"38";"10";"4";"1";"547.2352";"NEUTRAL";"C27H37N3O7S";"CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CO[C@H]2OCC[C@@H]12)S(=O)(=O)c1ccc(N)cc1";"CJBJHOAVZSMMDJ-HEXNFIEUSA-N"
"CHEMBL1255891";"NARLAPREVIR";"NARLAPREVIR|SCH 900518|SCH-900518";"Small molecule";"3";"707.98";"6";"39";"3.62";"170.85";"7";"4";"1";"13";"N";"0.21";"12.32";"None";"3.50";"3.50";"0";"MOL";"0";"49";"12";"4";"2";"707.4292";"NEUTRAL";"C36H61N5O7S";"CCCC[C@H](NC(=O)[C@@H]1[C@@H]2[C@H](CN1C(=O)[C@@H](NC(=O)NC1(CS(=O)(=O)C(C)(C)C)CCCCC1)C(C)(C)C)C2(C)C)C(=O)C(=O)NC1CC1";"RICZEKWVNZFTNZ-LFGITCQGSA-N"
"CHEMBL1201479";"POLYETHYLENE GLYCOL 3350";"GLYCOLAX|MIRALAX|POLYETHYLENE GLYCOL 3350";"Small molecule";"4";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"";"NONE";"0";"";"";"";"";"";"";"";"";""
"CHEMBL1364144";"METHYLPREDNISOLONE ACETATE";"DEPO-MEDRONE|DepMedalone|Depo-medrol|M-PREDROL|MEDROL|MEDROL ACETATE|METHYL PREDNISOLONE ACETATE|METHYLPREDNISOLONE 21-ACETATE|METHYLPREDNISOLONE ACETATE|NEO-MEDRONE|NSC-48985";"Small molecule";"4";"416.51";"19";"22";"2.37";"100.90";"6";"2";"0";"3";"N";"0.69";"12.61";"None";"2.00";"2.00";"0";"MOL";"0";"30";"6";"2";"0";"416.2199";"NEUTRAL";"C24H32O6";"CC(=O)OCC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C";"PLBHSZGDDKCEHR-LFYFAGGJSA-N"
"CHEMBL218394";"BOCEPREVIR";"BOCEPREVIR|EBP 520|EBP-520|SCH 503034|SCH-503034|VICTRELIS";"Small molecule";"4";"519.69";"52";"416";"1.71";"150.70";"5";"4";"1";"8";"N";"0.36";"12.44";"None";"1.78";"1.78";"0";"MOL";"0";"37";"10";"5";"1";"519.3421";"NEUTRAL";"C27H45N5O5";"CC(C)(C)NC(=O)N[C@H](C(=O)N1C[C@H]2[C@@H]([C@H]1C(=O)NC(CC1CCC1)C(=O)C(N)=O)C2(C)C)C(C)(C)C";"LHHCSNFAOIFYRV-DOVBMPENSA-N"
"CHEMBL1486";"TENOFOVIR DISOPROXIL FUMARATE";"GS-1278|GS-4331-05|GS-4331-05-|GSK-548470|GSK548470|PMPA|PMPA PRODRUG|PMPA Prodrug|PMPA-PRODRUG|TENOFOVIR|TENOFOVIR DF|TENOFOVIR DISOPROXIL FUMARATE|TENOFOVIRI DISOPROXILI FUMARAS|VIREA|Viread";"Small molecule";"4";"635.52";"21";"181";"3.04";"185.44";"15";"1";"2";"13";"N";"0.23";"None";"3.74";"2.65";"2.65";"2";"MOL";"0";"35";"15";"2";"2";"519.1730";"NEUTRAL";"C23H34N5O14P";"CC(C)OC(=O)OCOP(=O)(CO[C@H](C)Cn1cnc2c(N)ncnc21)OCOC(=O)OC(C)C.O=C(O)/C=C/C(=O)O";"VCMJCVGFSROFHV-WZGZYPNHSA-N"
"CHEMBL1401";"NITAZOXANIDE";"Alinia|NITAZOXANIDE|NSC-697855|NSC-760057|PH 5776|PH-5776";"Small molecule";"4";"307.29";"222";"905";"2.23";"111.43";"7";"1";"0";"4";"N";"0.40";"10.62";"None";"2.12";"2.12";"2";"MOL";"0";"21";"8";"1";"0";"307.0263";"NEUTRAL";"C12H9N3O5S";"CC(=O)Oc1ccccc1C(=O)Nc1ncc([N+](=O)[O-])s1";"YQNQNVDNTFHQSW-UHFFFAOYSA-N"
"CHEMBL657";"DIPHENHYDRAMINE";"Antitussive|Beldin|Belix|Benadryl|Benylin|DIPHENHDYRA|DIPHENHYDRAMINE|Dibenil|Diphen|Diphenhydramine|Hydramine|RESTAMIN|Silphen";"Small molecule";"4";"255.36";"161";"975";"3.35";"12.47";"2";"0";"0";"6";"N";"0.78";"None";"8.87";"3.65";"2.17";"2";"MOL";"0";"19";"2";"0";"0";"255.1623";"BASE";"C17H21NO";"CN(C)CCOC(c1ccccc1)c1ccccc1";"ZZVUWRFHKOJYTH-UHFFFAOYSA-N"
"CHEMBL650";"METHYLPREDNISOLONE";"J3.872E|MEDRONE|METHYLPREDNISOLONE|Medrol|Methylprednisolone|NSC-19987|U-67,590A";"Small molecule";"4";"374.48";"215";"511";"1.80";"94.83";"5";"3";"0";"2";"N";"0.69";"12.59";"None";"1.56";"1.56";"0";"MOL";"0";"27";"5";"3";"0";"374.2093";"NEUTRAL";"C22H30O5";"C[C@H]1C[C@H]2[C@@H]3CC[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@H]2[C@@]2(C)C=CC(=O)C=C12";"VHRSUDSXCMQTMA-PJHHCJLFSA-N"
"CHEMBL595";"PIOGLITAZONE";"AD-4833|Actos|Duetact|GLUSTIN|PIOGLITAZONE|U-72107|ZACTOS";"Small molecule";"4";"356.45";"214";"1372";"3.16";"68.29";"5";"1";"0";"7";"N";"0.83";"6.66";"5.60";"3.33";"2.74";"2";"MOL";"0";"25";"5";"1";"0";"356.1195";"NEUTRAL";"C19H20N2O3S";"CCc1ccc(CCOc2ccc(CC3SC(=O)NC3=O)cc2)nc1";"HYAFETHFCAUJAY-UHFFFAOYSA-N"
"CHEMBL1496";"ROSUVASTATIN";"CRESTON|ROSUVASTATIN|Rosuvastatin|X-PLENDED|ZD-4522|ZD4522";"Small molecule";"4";"481.55";"34";"217";"2.40";"140.92";"7";"3";"0";"10";"N";"0.47";"4.00";"None";"1.92";"-1.24";"2";"MOL";"0";"33";"9";"3";"0";"481.1683";"ACID";"C22H28FN3O6S";"CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O";"BPRHUIZQVSMCRT-VEUZHWNKSA-N"
"CHEMBL114";"SAQUINAVIR";"Fortovase|Invirase|RO 31-8959/000|Ro-31-8959|SAQUINAVIR|SAQUINAVIRUM|SCH-52852";"Small molecule";"4";"670.86";"195";"1422";"3.09";"166.75";"7";"5";"1";"12";"N";"0.20";"13.61";"8.47";"3.16";"2.05";"3";"MOL";"0";"49";"11";"6";"3";"670.3843";"NEUTRAL";"C38H50N6O5";"CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1";"QWAXKHKRTORLEM-UGJKXSETSA-N"
"CHEMBL4802253";"SISUNATOVIR HYDROCHLORIDE";"RV521.HCl|SISUNATOVIR HYDROCHLORIDE";"Small molecule";"0";"482.91";"";"";"4.56";"64.15";"4";"1";"0";"6";"N";"0.57";"None";"9.08";"3.66";"2.00";"3";"MOL";"0";"32";"5";"2";"0";"446.1730";"BASE";"C23H23ClF4N4O";"Cl.NCc1ccc2c(c1)nc(CN1C(=O)C3(CC3)c3ccc(F)cc31)n2CCCC(F)(F)F";"NYYYAFKAHRIPJW-UHFFFAOYSA-N"
"CHEMBL258734";"DANOPREVIR";"DANOPREVIR|R-05190591|R05190591|RO-5190591|RO5190591";"Small molecule";"3";"731.84";"23";"167";"3.14";"180.52";"9";"3";"1";"5";"N";"0.38";"3.77";"None";"2.55";"1.61";"1";"MOL";"0";"51";"14";"3";"2";"731.3000";"ACID";"C35H46FN5O9S";"CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O";"ZVTDLPBHTSMEJZ-JSZLBQEHSA-N"
"CHEMBL1536";"ERGOCALCIFEROL";"CALCIFEROL|CALCIFEROL IN ARACH OIL|CALTRATE|Calciferol|D-FORTE|Deltalin|Drisdol|ECIFEROL D2|ERGO-D2|ERGOCALCIFEROL|ERGOCALCIFEROLUM|ERGORAL D2|ERGORONE|Ergocalciferol|LANES|NSC-62792|OLEOVITAMIN D, SYNTHETIC|OSTELIN|OSTO-D2|Oleovitamin D|STEROGYL|STEROGYL 15H|STEROGYL-15|UVESTEROL D|VIOSTEROL|VIOSTEROL IN OIL|VITAMIN D|VITAMIN D (ERGOCALCIFEROL)|VITAMIN D2|Vitamin D 2";"Small molecule";"4";"396.66";"140";"514";"7.64";"20.23";"1";"1";"1";"5";"N";"0.47";"None";"None";"7.05";"7.05";"0";"MOL";"0";"29";"1";"1";"1";"396.3392";"NEUTRAL";"C28H44O";"C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@@]2(C)[C@H]1CC[C@@H]2[C@H](C)/C=C/[C@H](C)C(C)C";"MECHNRXZTMCUDQ-RKHKHRCZSA-N"
"CHEMBL635";"PREDNISONE";"3EN3HG4WSW|CORTAN|CORTANCYL|DECORTIN|DECORTISYL|DEHYDROCORTISONE|Delta-dome|Deltasone|FERNISONE|LIQUID PRED|LODOTRA|METACORTANDRACIN|Meticorten|NSC-10023|Orasone|PARACORT|PREDNICEN-M|PREDNISONE|PREDNISONE ANHYDROUS|PREDNISONE INTENSOL|PREDNISONE TABLETS|Prednisone|RAYOS|SERVISONE|SUPERCORTIL|Sterapred";"Small molecule";"4";"358.43";"212";"855";"1.77";"91.67";"5";"2";"0";"2";"N";"0.78";"12.58";"None";"1.66";"1.66";"0";"MOL";"0";"26";"5";"2";"0";"358.1780";"NEUTRAL";"C21H26O5";"C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO";"XOFYZVNMUHMLCC-ZPOLXVRWSA-N"
"CHEMBL1064";"SIMVASTATIN";"C10AA01|FLOLIPID|LACERSA|MK-0733|MK-733|NSC-758706|RANZOLONT|SIMVADOR|SIMVASTATIN|SYNVINOLIN|Simvastatin hydroxy acid|ZOCOR HEART-PRO|Zocor";"Small molecule";"4";"418.57";"226";"2833";"4.59";"72.83";"5";"1";"0";"6";"N";"0.64";"None";"None";"4.46";"4.46";"0";"MOL";"0";"30";"5";"1";"0";"418.2719";"NEUTRAL";"C25H38O5";"CCC(C)(C)C(=O)O[C@H]1C[C@@H](C)C=C2C=C[C@H](C)[C@H](CC[C@@H]3C[C@@H](O)CC(=O)O3)[C@H]21";"RYMZZMVNJRMUDD-HGQWONQESA-N"
"CHEMBL104";"CLOTRIMAZOLE";"ABTRIM|ACTAVALL|BAY 5097|BAY-5097|CANDIDEN|CANESTEN|CANESTEN AF|CANESTEN CRM COMBI|CANESTEN INTERNAL|CANESTEN VC|CLOTRIMAZOLE|FUNGEDERM|GNF-PF-3499|GYNE-LOTRIMIN 3|GYNE-LOTRIMIN 3 COMBINATION PACK|GYNE-LOTRIMIN COMBINATION PACK|GYNIX|Gyne-lotrimin|LOTRIMIN|MASNODERM|MYCELEX-7|MYCELEX-7 COMBINATION PACK|MYCELEX-G|MYCIL GOLD|Mycelex|NSC-257473|PRIVACOM|SVT-15652|TRIMYSTEN|TRIVAGIZOLE|TRIVAGIZOLE 3";"Small molecule";"4";"344.85";"394";"2767";"5.38";"17.82";"2";"0";"1";"4";"N";"0.45";"None";"6.26";"5.84";"5.82";"4";"MOL";"0";"25";"2";"0";"1";"344.1080";"NEUTRAL";"C22H17ClN2";"Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1";"VNFPBHJOKIVQEB-UHFFFAOYSA-N"
"CHEMBL196";"ASCORBIC ACID";"3-KETO-L-GULOFURANOLACTONE|ACIDUM ASCORBICUM|ASCOLTIN|ASCOR|ASCORBATE|ASCORBIC ACID|ASCORBIC ACID (VIT C)|ASCORBIC ACID, L-|ASCORBICUM ACIDUM|ASCUR|Ascorbic Acid|Ascorbicap|BASSETT'S|CEVITAMIC ACID|Cebione|Cecon|Cenolate|Cetane|Cetane-Caps TC|Cevalin|Cevex|E-300|E300|FEMA NO. 2109|HALIBORANGE|INS NO.300|INS-300|L-ASCORBATE|L-ASCORBIC ACID|NSC-218455|NSC-33832|REDOXON|REDOXON C|REDOXON CHEW-C|REDOXON SLOW RELEASE|TOP C|VITAL LIFE|VITAMIN C|VITAMIN C (AS ASCORBIC ACID)|Vitamin C";"Small molecule";"4";"176.12";"200";"1699";"-1.41";"107.22";"6";"4";"0";"2";"N";"0.39";"4.36";"None";"-1.91";"-4.83";"0";"MOL";"0";"12";"6";"4";"0";"176.0321";"ACID";"C6H8O6";"O=C1O[C@H]([C@@H](O)CO)C(O)=C1O";"CIWBSHSKHKDKBQ-JLAZNSOCSA-N"
"CHEMBL600";"ACETYLCYSTEINE";"5052|A-CYS|ACC-600|ACETYL CYSTEINE|ACETYLCYSTEINE|AIRBRON|Acetadote|BRONCHOLYSIN|CETYLEV|EN-CYS|FABROL|FLUIMICIL|FLUIMUCETIN|FLUIMUCIL|FLUIMUCIL 600|FLUIMUCIL LONG|FLUIMUCIL N|ILUBE|MERCAPTURIC ACID|MUCOSIL-10|MUCOSIL-20|Mucomyst|Mucosil|N-ACETYI-L-CYSTEINE|N-ACETYL-L-CYSTEINE|N-Acetyl-L-Cysteine|NSC-111180|ORISTAR NALC|ORONAC 600|PARVOLEX|RESPAIRE|RESPI-NAC|RK-0202|SIRAN|SOLMUCOL|SYNTEMUCOL|TIXAIR|YOURNAC";"Small molecule";"4";"163.20";"71";"368";"-0.49";"66.40";"3";"3";"0";"3";"N";"0.49";"3.82";"None";"-0.71";"-3.97";"0";"MOL";"0";"10";"4";"2";"0";"163.0303";"ACID";"C5H9NO3S";"CC(=O)N[C@@H](CS)C(=O)O";"PWKSKIMOESPYIA-BYPYZUCNSA-N"
"CHEMBL529";"AZITHROMYCIN";"ANHYDROUS AZITHROMYCIN|ARUZILINA|AZIROMYCIN|AZITHROCIN|AZITHROMYCIN|AZITHROMYCIN (AS DIHYDRATE)|AZITHROMYCIN ANHYDROUS|AZITHROMYCIN DIHYDRATE|AZITHROMYCIN HYDRATE|AZITHROMYCIN, UNSPECIFIED|AZITHROMYCIN, UNSPECIFIED FORM|AZIWIN|AZYTER|Azasite|CLAMELLE|CP 62993|CP-62,993|CP-62993|DURASITE|HEMOMYCIN|MACROZIT|NSC-758625|SUMAMED|Sumamed|Sunamed|TROZOCINA|XITHRONE|XZ 405|XZ 450|XZ-450|ZITHROMAC|ZMax|ZYTHROMAX|Zithromax";"Small molecule";"4";"749.00";"251";"3433";"1.90";"180.08";"14";"5";"2";"7";"N";"0.24";"12.43";"9.57";"2.44";"-1.23";"0";"MOL";"0";"52";"14";"5";"2";"748.5085";"BASE";"C38H72N2O12";"CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O";"MQTOSJVFKKJCRP-BICOPXKESA-N"
"CHEMBL1535";"HYDROXYCHLOROQUINE";"HYDROXYCHLOROQUINE|Hydroxychloroquine|POLIRREUMIN";"Small molecule";"4";"335.88";"127";"391";"3.78";"48.39";"4";"2";"0";"9";"N";"0.73";"None";"9.76";"2.89";"0.33";"2";"MOL";"0";"23";"4";"2";"0";"335.1764";"BASE";"C18H26ClN3O";"CCN(CCO)CCCC(C)Nc1ccnc2cc(Cl)ccc12";"XXSMGPRMXLTPCZ-UHFFFAOYSA-N"
"CHEMBL3040582";"DELDEPREVIR";"ACH-0142684|ACH-2684|DELDEPREVIR|NECEPREVIR";"Small molecule";"0";"911.11";"";"";"6.41";"177.20";"11";"2";"3";"10";"N";"0.22";"3.77";"1.59";"5.34";"4.40";"3";"MOL";"0";"63";"14";"2";"3";"910.3569";"ACID";"C45H56F2N6O8S2";"COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](CC(=O)N5CCCC(F)(F)C5)C(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1C";"UDMJANYPQWEDFT-ZAWFUYGJSA-N"
"CHEMBL2104331";"LASINAVIR";"BMS-234475|CGP-61755|LASINAVIR";"Small molecule";"0";"659.82";"";"";"3.66";"153.68";"9";"4";"1";"18";"N";"0.18";"12.32";"None";"3.68";"3.68";"2";"MOL";"0";"47";"12";"4";"2";"659.3782";"NEUTRAL";"C35H53N3O9";"COCCNC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OC)c(OC)c1OC)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C";"BEUUJDAEPJZWHM-COROXYKFSA-N"
"CHEMBL655";"MIDAZOLAM";"MIDAZOLAM|MIDAZOLAM CIV|MIDAZOLAM IN 0.9% SODIUM CHLORIDE|NAYZILAM|USL-261|USL261";"Small molecule";"4";"325.77";"54";"353";"4.32";"30.18";"3";"0";"0";"1";"N";"0.65";"None";"6.19";"3.97";"3.95";"3";"MOL";"0";"23";"3";"0";"0";"325.0782";"NEUTRAL";"C18H13ClFN3";"Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2";"DDLIGBOFAVUZHB-UHFFFAOYSA-N"
"CHEMBL374478";"RIFAMPIN";"ABRIFAM|BA 411661E|BA-41166E|EREMFAT|L-5103|L-5103 LEPETIT|L-5103-LEPETIT|NIH-10782|NSC-113926|RIFADINE|RIFALDAZINE|RIFALDIN|RIFAMPICIN|RIFAMPICINUM|RIFAMPIN|RIFAMYCIN AMP|RIFAPIAM|RIFAPRODIN|RIFOLDIN|RIMACTAN|Rifadin|Rifampicin|Rimactane";"Small molecule";"4";"822.95";"323";"7026";"4.34";"220.15";"15";"6";"3";"4";"N";"0.11";"6.80";"7.37";"2.95";"2.87";"2";"MOL";"0";"59";"16";"6";"3";"822.4051";"NEUTRAL";"C43H58N4O12";"CO[C@H]1/C=C/O[C@@]2(C)Oc3c(C)c(O)c4c(O)c(c(/C=N/N5CCN(C)CC5)c(O)c4c3C2=O)NC(=O)/C(C)=C\C=C\[C@H](C)[C@H](O)[C@@H](C)[C@@H](O)[C@@H](C)[C@H](OC(C)=O)[C@@H]1C";"JQXXHWHPUNPDRT-WLSIYKJHSA-N"
"CHEMBL113";"CAFFEINE";"ANHYDROUS CAFFEINE|CAFFEINE|CAFFEINE ANHYDROUS|CAFFEINE MELTING POINT STANDARD|CAFFEINUM|COFFEINE|COFFEINUM|Cafcit|Caffeine|DURVITAN|FEMA NO. 2224|GUARANINE|METHYLTHEOBROMINE|NODOZ|NSC-5036|NoDoz Caplets and Chewable Tablets|PRO-PLUS|SYNALGOS|THEINE|VIVARIN|YEAST-VITE|ZANTHINE";"Small molecule";"4";"194.19";"208";"2805";"-1.03";"61.82";"6";"0";"0";"0";"N";"0.54";"None";"None";"-0.55";"-0.55";"2";"MOL";"0";"14";"6";"0";"0";"194.0804";"NEUTRAL";"C8H10N4O2";"Cn1c(=O)c2c(ncn2C)n(C)c1=O";"RYYVLZVUVIJVGH-UHFFFAOYSA-N"
