"ChEMBL ID";"Name";"Synonyms";"Type";"Max Phase";"Molecular Weight";"Targets";"Bioactivities";"AlogP";"Polar Surface Area";"HBA";"HBD";"#RO5 Violations";"#Rotatable Bonds";"Passes Ro3";"QED Weighted";"CX Acidic pKa";"CX Basic pKa";"CX LogP";"CX LogD";"Aromatic Rings";"Structure Type";"Inorganic Flag";"Heavy Atoms";"HBA (Lipinski)";"HBD (Lipinski)";"#RO5 Violations (Lipinski)";"Molecular Weight (Monoisotopic)";"Molecular Species";"Molecular Formula";"Smiles";"Inchi Key"
"CHEMBL1161632";"BICARBONATE";"BICARBONATE|Bicarbonate Ion|Carbonic Acid Anion|Hydrogen Carbonate";"Small molecule";"3";"62.02";"16";"90";"0.22";"57.53";"1";"2";"0";"0";"Y";"0.42";"6.05";"None";"0.25";"-1.11";"0";"MOL";"0";"4";"3";"2";"0";"62.0004";"ACID";"CH2O3";"O=C(O)O";"BVKZGUZCCUSVTD-UHFFFAOYSA-N"
"CHEMBL499274";"";"";"Small molecule";"0";"572.74";"5";"6";"3.60";"158.16";"5";"5";"1";"10";"N";"0.14";"9.81";"11.49";"2.42";"-2.04";"4";"MOL";"-1";"41";"9";"7";"2";"572.2570";"BASE";"C31H36N6O3S";"N=C(N)c1cccc(CC(NS(=O)(=O)c2cccc(-c3ccc4[nH]ccc4c3)c2)C(=O)N2CCC(CCN)CC2)c1";"XAYFRJIEUZQYCM-UHFFFAOYSA-N"
"CHEMBL210618";"";"";"Small molecule";"0";"356.38";"831";"1258";"2.13";"119.49";"7";"2";"0";"7";"N";"0.78";"11.85";"3.41";"1.93";"1.93";"2";"MOL";"-1";"26";"8";"3";"0";"356.1485";"NEUTRAL";"C18H20N4O4";"CCOc1nc(NC(=O)Cc2cc(OC)ccc2OC)cc(N)c1C#N";"KQMPRSZTUSSXND-UHFFFAOYSA-N"
"CHEMBL27759";"ENTINOSTAT";"ENTINOSTAT|MS-27-275|MS-275|MS-275-27|SNDX-275";"Small molecule";"3";"376.42";"483";"1216";"3.34";"106.34";"5";"3";"0";"6";"N";"0.57";"13.67";"4.74";"2.31";"2.31";"3";"MOL";"0";"28";"7";"4";"0";"376.1535";"NEUTRAL";"C21H20N4O3";"Nc1ccccc1NC(=O)c1ccc(CNC(=O)OCc2cccnc2)cc1";"INVTYAOGFAGBOE-UHFFFAOYSA-N"
"CHEMBL536151";"";"IMD-0354|TCMDC-125465";"Small molecule";"0";"383.68";"334";"453";"5.34";"49.33";"2";"2";"1";"2";"N";"0.69";"7.39";"None";"5.12";"4.82";"2";"MOL";"-1";"25";"3";"2";"1";"383.0148";"NEUTRAL";"C15H8ClF6NO2";"O=C(Nc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1cc(Cl)ccc1O";"CHILCFMQWMQVAL-UHFFFAOYSA-N"
"CHEMBL3408735";"";"";"Small molecule";"0";"822.85";"6";"7";"3.51";"206.97";"7";"7";"2";"17";"N";"0.05";"9.74";"11.77";"3.26";"0.98";"3";"MOL";"-1";"58";"13";"9";"3";"822.3652";"BASE";"C39H48F6N8O5";"Cc1cc(O)cc(C)c1CC(N)C(=O)NC(CCCNC(=N)N)C(=O)NC(Cc1ccccc1)C(=O)N(C)CC(=O)N(C)Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1";"CMQPBJQRYACTFV-UHFFFAOYSA-N"
"CHEMBL114";"SAQUINAVIR";"Fortovase|Invirase|RO 31-8959/000|Ro-31-8959|SAQUINAVIR|SAQUINAVIRUM|SCH-52852";"Small molecule";"4";"670.86";"195";"1422";"3.09";"166.75";"7";"5";"1";"12";"N";"0.20";"13.61";"8.47";"3.16";"2.05";"3";"MOL";"0";"49";"11";"6";"3";"670.3843";"NEUTRAL";"C38H50N6O5";"CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2CN1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1";"QWAXKHKRTORLEM-UGJKXSETSA-N"
"CHEMBL435381";"CIMICOXIB";"CIMALGEX|CIMICOXIB|CIMICOXIB (EMA EPAR: VETERINARY)";"Small molecule";"2";"381.82";"5";"20";"2.99";"87.21";"5";"1";"0";"4";"N";"0.75";"10.69";"3.32";"2.72";"2.72";"3";"MOL";"0";"25";"6";"2";"0";"381.0350";"NEUTRAL";"C16H13ClFN3O3S";"COc1ccc(-c2c(Cl)ncn2-c2ccc(S(N)(=O)=O)cc2)cc1F";"KYXDNECMRLFQMZ-UHFFFAOYSA-N"
"CHEMBL1206690";"PARECOXIB";"PARECOXIB|RAYZON|SC-69124|XAPIT";"Small molecule";"4";"370.43";"7";"34";"3.53";"89.27";"5";"1";"0";"5";"N";"0.74";"4.24";"0.42";"3.51";"2.57";"3";"MOL";"0";"26";"6";"1";"0";"370.0987";"ACID";"C19H18N2O4S";"CCC(=O)NS(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1";"TZRHLKRLEZJVIJ-UHFFFAOYSA-N"
"CHEMBL258734";"DANOPREVIR";"DANOPREVIR|R-05190591|R05190591|RO-5190591|RO5190591";"Small molecule";"3";"731.84";"23";"167";"3.14";"180.52";"9";"3";"1";"5";"N";"0.38";"3.77";"None";"2.55";"1.61";"1";"MOL";"0";"51";"14";"3";"2";"731.3000";"ACID";"C35H46FN5O9S";"CC(C)(C)OC(=O)N[C@H]1CCCCC/C=C\[C@@H]2C[C@@]2(C(=O)NS(=O)(=O)C2CC2)NC(=O)[C@@H]2C[C@@H](OC(=O)N3Cc4cccc(F)c4C3)CN2C1=O";"ZVTDLPBHTSMEJZ-JSZLBQEHSA-N"
"CHEMBL4298147";"LINRODOSTAT MESYLATE";"BMS-986205-04|LINRODOSTAT MESYLATE";"Small molecule";"0";"507.03";"";"";"6.58";"41.99";"2";"1";"1";"4";"N";"0.53";"13.98";"4.17";"6.38";"6.38";"3";"MOL";"0";"29";"3";"1";"1";"410.1561";"NEUTRAL";"C25H28ClFN2O4S";"CS(=O)(=O)O.C[C@@H](C(=O)Nc1ccc(Cl)cc1)C1CCC(c2ccnc3ccc(F)cc23)CC1";"LZNFBNWGSDOVIO-WNDXPBGESA-N"
"CHEMBL34913";"TILMACOXIB";"JTE-522|JTP-19605|RWJ-57504|TILMACOXIB|Tilmacoxib";"Small molecule";"0";"338.40";"7";"19";"3.48";"86.19";"4";"1";"0";"3";"N";"0.93";"8.55";"1.07";"2.60";"2.57";"2";"MOL";"0";"23";"5";"2";"0";"338.1100";"NEUTRAL";"C16H19FN2O3S";"Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1";"MIMJSJSRRDZIPW-UHFFFAOYSA-N"
"CHEMBL14249";"ADENOSINE TRIPHOSPHATE";"ADENOSINE 5'-TRIPHOSPHORIC ACID|ADENOSINE TRIPHOSPHATE";"Small molecule";"2";"507.18";"107";"315";"-1.63";"279.13";"14";"7";"3";"8";"N";"0.20";"0.90";"4.92";"-5.36";"-10.47";"2";"MOL";"0";"31";"18";"8";"3";"506.9957";"ACID";"C10H16N5O13P3";"Nc1ncnc2c1ncn2[C@@H]1O[C@H](COP(=O)(O)OP(=O)(O)OP(=O)(O)O)[C@@H](O)[C@H]1O";"ZKHQWZAMYRWXGA-KQYNXXCUSA-N"
"CHEMBL2103847";"TOSEDOSTAT";"CHR 2797|CHR-2797|TOSEDOSTAT";"Small molecule";"2";"406.48";"14";"18";"1.86";"124.96";"6";"4";"0";"9";"N";"0.28";"8.61";"None";"2.13";"2.10";"1";"MOL";"0";"29";"8";"4";"0";"406.2104";"NEUTRAL";"C21H30N2O6";"CC(C)C[C@@H](C(=O)N[C@H](C(=O)OC1CCCC1)c1ccccc1)[C@H](O)C(=O)NO";"FWFGIHPGRQZWIW-SQNIBIBYSA-N"
"CHEMBL261237";"";"SL-327";"Small molecule";"0";"335.35";"74";"88";"4.23";"75.83";"4";"2";"0";"3";"N";"0.50";"None";"3.91";"3.80";"3.80";"2";"MOL";"-1";"23";"3";"4";"0";"335.0704";"NEUTRAL";"C16H12F3N3S";"N#C/C(=C(/N)Sc1ccc(N)cc1)c1ccccc1C(F)(F)F";"JLOXTZFYJNCPIS-FYWRMAATSA-N"
"CHEMBL189141";"";"";"Small molecule";"0";"936.03";"1";"1";"-3.22";"404.94";"14";"13";"3";"31";"N";"0.03";"3.49";"13.00";"-7.75";"-10.87";"1";"MOL";"-1";"66";"24";"15";"3";"935.4600";"ZWITTERION";"C42H65N9O15";"CC(C)C[C@H](NC(=O)[C@H](CC(N)=O)NC(=O)[C@@H](NC(=O)[C@@H](N)CCC(=O)O)C(C)C)C(=O)C(O)CN[C@@H](C)C(=O)N[C@@H](C)C(=O)N[C@@H](CCC(=O)O)C(=O)N[C@@H](Cc1ccccc1)C(=O)O";"MLDXWEALUHVAQJ-OTDTYELYSA-N"
"CHEMBL496594";"";"";"Small molecule";"0";"553.47";"5";"15";"6.38";"94.69";"8";"2";"2";"8";"N";"0.26";"None";"9.09";"5.42";"3.72";"4";"MOL";"-1";"38";"8";"2";"2";"552.1720";"BASE";"C27H27Cl2FN8";"N#Cc1cnc2c(Cl)cc(NCc3cn(CCN4CCCCCC4)nn3)cc2c1Nc1ccc(F)c(Cl)c1";"ZWFKJFUFYPOTKL-UHFFFAOYSA-N"
"CHEMBL2107358";"OBATOCLAX MESYLATE";"GX-15-070MS|GX15-070MS|OBATOCLAX|OBATOCLAX MESILATE|OBATOCLAX MESYLATE";"Small molecule";"3";"413.50";"662";"662";"4.49";"53.17";"2";"2";"0";"3";"N";"0.73";"13.97";"4.68";"3.14";"3.14";"3";"MOL";"0";"24";"4";"2";"0";"317.1528";"NEUTRAL";"C21H23N3O4S";"COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C.CS(=O)(=O)O";"ZFKXDVMHNXPEIY-PEZBNFGJSA-N"
"CHEMBL228792";"KINETIN";"Kinetin";"Small molecule";"0";"215.22";"36";"58";"1.56";"79.63";"5";"2";"0";"3";"N";"0.69";"9.86";"4.01";"0.56";"0.55";"3";"MOL";"-1";"16";"6";"2";"0";"215.0807";"NEUTRAL";"C10H9N5O";"c1coc(CNc2ncnc3[nH]cnc23)c1";"QANMHLXAZMSUEX-UHFFFAOYSA-N"
"CHEMBL249097";"";"";"Small molecule";"0";"335.37";"197";"231";"3.08";"113.16";"6";"4";"0";"5";"N";"0.57";"10.01";"4.42";"3.26";"3.26";"3";"MOL";"-1";"25";"7";"5";"0";"335.1382";"NEUTRAL";"C18H17N5O2";"Cc1ccc(O)cc1Nc1ccnc(Nc2cccc(C(N)=O)c2)n1";"SFCBIFOAGRZJNX-UHFFFAOYSA-N"
"CHEMBL4802151";"PELCITOCLAX";"PELCITOCLAX";"Small molecule";"1";"1281.87";"";"";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"None";"MOL";"0";"None";"None";"None";"None";"1280.3035";"None";"C57H66ClF4N6O11PS4";"Cc1c(S(C)(=O)=O)c(-c2cc(F)cc(N3CCN(c4ccc(NS(=O)(=O)c5ccc(N[C@H](CCN6CCC(C(=O)OCCCP(=O)(O)O)CC6)CSc6ccccc6)c(S(=O)(=O)C(F)(F)F)c5)cc4)CC3)c2)c(-c2ccc(Cl)cc2)n1C(C)C";"QIOCQCYXBYUYLH-YACUFSJGSA-N"
"CHEMBL564131";"";"";"Small molecule";"0";"401.90";"12";"24";"2.35";"99.81";"5";"2";"0";"6";"N";"0.73";"11.67";"1.83";"2.59";"2.59";"2";"MOL";"-1";"28";"7";"2";"0";"401.1619";"NEUTRAL";"C20H24ClN5O2";"Cn1nc(C(C)(C)C)cc1C(=O)N[C@@H](Cc1cccc(Cl)c1)C(=O)NCC#N";"MZRVIHRERYCHBL-HNNXBMFYSA-N"
"CHEMBL3040582";"DELDEPREVIR";"ACH-0142684|ACH-2684|DELDEPREVIR|NECEPREVIR";"Small molecule";"0";"911.11";"";"";"6.41";"177.20";"11";"2";"3";"10";"N";"0.22";"3.77";"1.59";"5.34";"4.40";"3";"MOL";"0";"63";"14";"2";"3";"910.3569";"ACID";"C45H56F2N6O8S2";"COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)NS(=O)(=O)C6CC6)C[C@H]5/C=C\CCCCC[C@H](CC(=O)N5CCCC(F)(F)C5)C(=O)N4C3)cc(-c3nc(C(C)C)cs3)nc2c1C";"UDMJANYPQWEDFT-ZAWFUYGJSA-N"
"CHEMBL2104331";"LASINAVIR";"BMS-234475|CGP-61755|LASINAVIR";"Small molecule";"0";"659.82";"";"";"3.66";"153.68";"9";"4";"1";"18";"N";"0.18";"12.32";"None";"3.68";"3.68";"2";"MOL";"0";"47";"12";"4";"2";"659.3782";"NEUTRAL";"C35H53N3O9";"COCCNC(=O)[C@@H](NC(=O)[C@H](Cc1ccc(OC)c(OC)c1OC)C[C@H](O)[C@H](Cc1ccccc1)NC(=O)OC(C)(C)C)C(C)C";"BEUUJDAEPJZWHM-COROXYKFSA-N"
"CHEMBL94567";"";"";"Small molecule";"0";"412.19";"1";"1";"-1.33";"206.58";"11";"5";"1";"6";"N";"0.35";"1.75";"3.29";"-3.75";"-7.44";"2";"MOL";"-1";"26";"14";"5";"1";"412.0185";"ACID";"C10H14N4O10P2";"O=P(O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3cncnc32)[C@H](O)[C@@H]1O";"GCQAPFMSQYSXBV-FDDDBJFASA-N"
"CHEMBL118";"CELECOXIB";"CELECOXIB|Celebra|Celebrex|DFN-15|DFN15|ELYXYB|NSC-719627|NSC-758624|ONSENAL|SC-58635";"Small molecule";"4";"381.38";"305";"3179";"3.51";"77.98";"4";"1";"0";"3";"N";"0.75";"10.60";"None";"4.01";"4.01";"3";"MOL";"0";"26";"5";"2";"0";"381.0759";"NEUTRAL";"C17H14F3N3O2S";"Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1";"RZEKVGVHFLEQIL-UHFFFAOYSA-N"
"CHEMBL460378";"";"";"Small molecule";"0";"563.72";"5";"6";"3.12";"151.60";"6";"4";"1";"11";"N";"0.21";"9.81";"11.49";"2.16";"-2.29";"3";"MOL";"-1";"40";"9";"6";"2";"563.2566";"BASE";"C30H37N5O4S";"COc1ccc(-c2cccc(S(=O)(=O)NC(Cc3cccc(C(=N)N)c3)C(=O)N3CCC(CCN)CC3)c2)cc1";"VXKCYOLSCMFIDJ-UHFFFAOYSA-N"
"CHEMBL1084955";"";"";"Small molecule";"0";"369.45";"18";"24";"5.00";"68.01";"5";"2";"0";"3";"N";"0.53";"13.80";"None";"5.00";"5.00";"4";"MOL";"-1";"25";"4";"3";"0";"369.0406";"NEUTRAL";"C18H12FN3OS2";"Nc1c(C(=O)Nc2cccc(F)c2)sc2nc(-c3cccs3)ccc12";"UCTSEHMMSSIODN-UHFFFAOYSA-N"
"CHEMBL297884";"CILUPREVIR";"BILN 2061 ZW|BILN-2061|BILN-2061-ZW|CILUPREVIR";"Small molecule";"2";"774.94";"14";"253";"6.05";"181.31";"11";"4";"3";"9";"N";"0.19";"3.71";"2.36";"5.40";"2.27";"3";"MOL";"0";"55";"14";"4";"3";"774.3411";"ACID";"C40H50N6O8S";"COc1ccc2c(O[C@@H]3C[C@H]4C(=O)N[C@]5(C(=O)O)C[C@H]5/C=C\CCCCC[C@H](NC(=O)OC5CCCC5)C(=O)N4C3)cc(-c3csc(NC(C)C)n3)nc2c1";"PJZPDFUUXKKDNB-KNINVFKUSA-N"
"CHEMBL3907479";"FGFR INHIBITOR DEBIO 1347";"FGFR inhibitor debio 1347";"Small molecule";"2";"356.39";"280";"317";"3.35";"105.38";"5";"3";"0";"3";"N";"0.43";"12.17";"6.73";"2.86";"2.78";"5";"MOL";"0";"27";"7";"4";"0";"356.1386";"NEUTRAL";"C20H16N6O";"Cc1nc2ccc(-n3ncc(C(=O)c4cc5ccccc5[nH]4)c3N)cc2[nH]1";"BEMNJULZEQTDJY-UHFFFAOYSA-N"
"CHEMBL1231461";"BROMIDE";"Bromide";"Small molecule";"0";"80.91";"14";"43";"0.58";"0.00";"0";"0";"0";"0";"Y";"0.40";"-8.00";"None";"0.80";"1.02";"0";"MOL";"-1";"1";"0";"0";"0";"79.9262";"ACID";"HBr";"Br";"CPELXLSAUQHCOX-UHFFFAOYSA-N"
"CHEMBL188956";"";"";"Small molecule";"0";"591.75";"1";"1";"1.74";"188.95";"7";"6";"2";"15";"N";"0.17";"11.33";"None";"2.03";"2.03";"1";"MOL";"-1";"42";"12";"7";"3";"591.3632";"NEUTRAL";"C30H49N5O7";"CC(C)C[C@H](NC(=O)[C@@H](NC(=O)OC(C)(C)C)C(N)=O)C(O)CC(C)C(=O)N[C@H](C(=O)NCc1ccccc1)C(C)C";"ZLEKHXJFPDDPSY-BBCNIDKXSA-N"
"CHEMBL237352";"";"";"Small molecule";"0";"439.54";"6";"13";"5.70";"67.87";"4";"1";"1";"5";"N";"0.38";"11.83";"5.16";"3.83";"3.83";"5";"MOL";"-1";"32";"5";"1";"1";"439.1354";"NEUTRAL";"C26H21N3O2S";"COc1ccc2cc(-c3nc(-c4ccc([S+](C)[O-])cc4)[nH]c3-c3ccncc3)ccc2c1";"SINQIEAULQKUPD-UHFFFAOYSA-N"
"CHEMBL1770248";"ERTUGLIFLOZIN";"ERTUGLIFLOZIN|PF-04971729|PF-04971729-00|PF04971729|Steglatro";"Small molecule";"4";"436.89";"22";"67";"1.36";"108.61";"7";"4";"0";"6";"N";"0.54";"11.98";"None";"2.32";"2.32";"2";"MOL";"0";"30";"7";"4";"0";"436.1289";"NEUTRAL";"C22H25ClO7";"CCOc1ccc(Cc2cc([C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)ccc2Cl)cc1";"MCIACXAZCBVDEE-CUUWFGFTSA-N"
"CHEMBL513818";"";"";"Small molecule";"0";"568.14";"5";"6";"3.77";"142.37";"5";"4";"1";"10";"N";"0.22";"9.80";"11.49";"2.92";"-1.53";"3";"MOL";"-1";"39";"8";"6";"2";"567.2071";"BASE";"C29H34ClN5O3S";"N=C(N)c1cccc(CC(NS(=O)(=O)c2cccc(-c3ccccc3Cl)c2)C(=O)N2CCC(CCN)CC2)c1";"GYNIHHFDCVUJCX-UHFFFAOYSA-N"
"CHEMBL1241348";"FALDAPREVIR";"BI 201335|BI-201335|BI201335|FALDAPREVIR";"Small molecule";"3";"869.84";"84";"153";"6.30";"198.38";"11";"4";"3";"13";"N";"0.14";"3.38";"1.11";"6.51";"2.99";"3";"MOL";"0";"57";"15";"4";"3";"868.2465";"ACID";"C40H49BrN6O9S";"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2cc(-c3csc(NC(=O)C(C)C)n3)nc3c(Br)c(OC)ccc23)CN1C(=O)[C@@H](NC(=O)OC1CCCC1)C(C)(C)C)C(=O)O";"LLGDPTDZOVKFDU-XUHJSTDZSA-N"
"CHEMBL68253";"SULFAMATE";"Sulfamic Acid";"Small molecule";"0";"97.09";"31";"141";"-1.25";"80.39";"2";"2";"0";"0";"N";"0.37";"-1.81";"None";"-1.42";"-3.79";"0";"MOL";"-1";"5";"4";"3";"0";"96.9834";"ACID";"H3NO3S";"NS(=O)(=O)O";"IIACRCGMVDHOTQ-UHFFFAOYSA-N"
"CHEMBL188944";"";"";"Small molecule";"0";"435.57";"1";"1";"2.14";"130.75";"5";"4";"0";"10";"N";"0.45";"12.49";"None";"2.40";"2.40";"1";"MOL";"-1";"31";"8";"5";"0";"435.2733";"NEUTRAL";"C23H37N3O5";"CC(C)C(NC(=O)[C@H](C)C[C@H](O)C(Cc1ccccc1)NC(=O)OC(C)(C)C)C(N)=O";"PPPSLCWYJCGPKR-IZIZEDOESA-N"
"CHEMBL443684";"NAVITOCLAX";"A-855071.0|ABT-263|NAVITOCLAX";"Small molecule";"3";"974.63";"597";"706";"8.83";"128.36";"11";"2";"3";"16";"N";"0.10";"4.23";"8.29";"8.06";"8.10";"4";"MOL";"0";"65";"11";"2";"3";"973.2955";"ACID";"C47H55ClF3N5O6S3";"CC1(C)CCC(c2ccc(Cl)cc2)=C(CN2CCN(c3ccc(C(=O)NS(=O)(=O)c4ccc(N[C@H](CCN5CCOCC5)CSc5ccccc5)c(S(=O)(=O)C(F)(F)F)c4)cc3)CC2)C1";"JLYAXFNOILIKPP-KXQOOQHDSA-N"
"CHEMBL460810";"";"";"Small molecule";"0";"561.75";"5";"6";"3.68";"142.37";"5";"4";"1";"11";"N";"0.21";"9.81";"11.49";"3.28";"-1.18";"3";"MOL";"-1";"40";"8";"6";"2";"561.2774";"BASE";"C31H39N5O3S";"CCc1ccc(-c2cccc(S(=O)(=O)NC(Cc3cccc(C(=N)N)c3)C(=O)N3CCC(CCN)CC3)c2)cc1";"QBIQHSJYZKKJPJ-UHFFFAOYSA-N"
"CHEMBL1317546";"";"";"Small molecule";"0";"221.26";"231";"474";"1.43";"49.77";"4";"1";"0";"2";"N";"0.77";"9.29";"None";"1.77";"1.76";"1";"MOL";"-1";"16";"4";"1";"0";"221.1052";"NEUTRAL";"C12H15NO3";"CC(=O)c1ccc(N2CCOCC2)cc1O";"YHKSBKQXCWHTQL-UHFFFAOYSA-N"
"CHEMBL1200734";"FOSAMPRENAVIR CALCIUM";"FOSAMPRENAVIR CALCIUM|FOSAMPRENAVIR CALCIUM SALT|GW 433908G|GW-433908G|Lexiva|TELZIR";"Small molecule";"4";"623.68";"1";"6";"2.52";"177.72";"8";"4";"1";"13";"N";"0.20";"1.22";"2.45";"1.92";"-1.20";"2";"MOL";"0";"39";"12";"5";"2";"585.1910";"ACID";"C25H34CaN3O9PS";"CC(C)CN(C[C@@H](OP(=O)([O-])[O-])[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1.[Ca+2]";"PMDQGYMGQKTCSX-HQROKSDRSA-L"
"CHEMBL1084866";"";"";"Small molecule";"0";"429.91";"2";"4";"5.52";"70.56";"3";"2";"1";"6";"N";"0.24";"11.84";"1.56";"4.95";"4.95";"4";"MOL";"-1";"31";"5";"2";"1";"429.1244";"NEUTRAL";"C25H20ClN3O2";"O=C(CCC(=O)Nc1cccc(Cl)c1)N/N=C/c1c2ccccc2cc2ccccc12";"OJLFRDWWYAPUAJ-JVWAILMASA-N"
"CHEMBL296913";"PARECOXIB SODIUM";"DYNASTAT|PARECOXIB SODIUM|PARECOXIB SODIUM SALT|SC-69124A";"Small molecule";"4";"392.41";"16";"26";"3.53";"89.27";"5";"1";"0";"5";"N";"0.74";"4.24";"0.42";"3.51";"2.57";"3";"MOL";"0";"26";"6";"1";"0";"370.0987";"ACID";"C19H17N2NaO4S";"CCC(=O)[N-]S(=O)(=O)c1ccc(-c2c(-c3ccccc3)noc2C)cc1.[Na+]";"HQPVVKXJNZEAFW-UHFFFAOYSA-M"
"CHEMBL180022";"NERATINIB";"CDP-820|HKI-272|NERATINIB|Neratinib|WAY-179272";"Small molecule";"4";"557.05";"749";"2408";"5.93";"112.40";"8";"2";"2";"11";"N";"0.22";"12.55";"8.81";"4.47";"3.05";"4";"MOL";"0";"40";"9";"2";"2";"556.1990";"BASE";"C30H29ClN6O3";"CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)/C=C/CN(C)C";"JWNPDZNEKVCWMY-VQHVLOKHSA-N"
"CHEMBL1664";"FOSAMPRENAVIR";"FOSAMPRENAVIR|Fosamprenavir|GW-433908|GW433908|GW433908A";"Small molecule";"4";"585.62";"7";"32";"2.52";"177.72";"8";"4";"1";"13";"N";"0.20";"1.22";"2.45";"1.92";"-1.20";"2";"MOL";"0";"39";"12";"5";"2";"585.1910";"ACID";"C25H36N3O9PS";"CC(C)CN(C[C@@H](OP(=O)(O)O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1";"MLBVMOWEQCZNCC-OEMFJLHTSA-N"
"CHEMBL457725";"";"";"Small molecule";"0";"386.50";"6";"10";"4.40";"87.05";"5";"2";"0";"3";"N";"0.65";"None";"7.29";"5.17";"4.92";"3";"MOL";"-1";"29";"5";"4";"0";"386.2107";"NEUTRAL";"C24H26N4O";"COc1cc(-c2c(C)cccc2C)cc(C(C)C#Cc2c(C)nc(N)nc2N)c1";"XZXVRKHUCSXVBM-UHFFFAOYSA-N"
"CHEMBL116";"AMPRENAVIR";"141 W94|141W94|AMPRENAVIR|Agenerase|J05AE05|KVX-478|VX-478";"Small molecule";"4";"505.64";"147";"1199";"2.40";"131.19";"7";"3";"1";"11";"N";"0.40";"13.61";"2.39";"2.43";"2.43";"2";"MOL";"0";"35";"9";"4";"1";"505.2247";"NEUTRAL";"C25H35N3O6S";"CC(C)CN(C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)O[C@H]1CCOC1)S(=O)(=O)c1ccc(N)cc1";"YMARZQAQMVYCKC-OEMFJLHTSA-N"
"CHEMBL2105735";"ASUNAPREVIR";"ASUNAPREVIR|BMS 650032|BMS-650032|SUNVEPRA";"Small molecule";"3";"748.30";"11";"93";"3.85";"182.33";"10";"3";"1";"11";"N";"0.29";"3.77";"2.80";"3.37";"2.51";"2";"MOL";"0";"51";"14";"3";"2";"747.2705";"ACID";"C35H46ClN5O9S";"C=C[C@@H]1C[C@]1(NC(=O)[C@@H]1C[C@@H](Oc2ncc(OC)c3ccc(Cl)cc23)CN1C(=O)[C@@H](NC(=O)OC(C)(C)C)C(C)(C)C)C(=O)NS(=O)(=O)C1CC1";"XRWSZZJLZRKHHD-WVWIJVSJSA-N"
"CHEMBL453766";"";"";"Small molecule";"0";"593.75";"5";"6";"3.13";"160.83";"7";"4";"1";"12";"N";"0.19";"9.81";"11.49";"2.00";"-2.45";"3";"MOL";"-1";"42";"10";"6";"2";"593.2672";"BASE";"C31H39N5O5S";"COc1ccc(-c2cccc(S(=O)(=O)NC(Cc3cccc(C(=N)N)c3)C(=O)N3CCC(CCN)CC3)c2)cc1OC";"FDTIAXFNZOZOMK-UHFFFAOYSA-N"
"CHEMBL175737";"GLYCYLSARCOSINE";"Gly-Sar|Gly-Sarcosin|Glycylsarcosine";"Small molecule";"0";"146.15";"11";"67";"-1.51";"83.63";"3";"2";"0";"3";"N";"0.51";"3.66";"8.13";"-4.29";"-4.36";"0";"MOL";"-1";"10";"5";"3";"0";"146.0691";"ACID";"C5H10N2O3";"CN(CC(=O)O)C(=O)CN";"VYAMLSCELQQRAE-UHFFFAOYSA-N"
"CHEMBL163";"RITONAVIR";"A-84538|ABBOTT-84538|ABT-538|EMPETUS|NSC-693184|Norvir|RITOMUNE|RITONAVIR|RITONAVIR RELATED COMPOUNDS MIXTURE|RITONAVIRUM|RITOVIR|VIEKIRAX|VIRITON";"Small molecule";"4";"720.96";"200";"1444";"5.91";"145.78";"9";"4";"2";"17";"N";"0.11";"13.68";"2.84";"5.22";"5.22";"4";"MOL";"0";"50";"11";"4";"3";"720.3128";"NEUTRAL";"C37H48N6O5S2";"CC(C)c1nc(CN(C)C(=O)N[C@H](C(=O)N[C@@H](Cc2ccccc2)C[C@H](O)[C@H](Cc2ccccc2)NC(=O)OCc2cncs2)C(C)C)cs1";"NCDNCNXCDXHOMX-XGKFQTDJSA-N"
